family,rung,holes,staggered_sz,pair_rung,pair_leg_to_next
intertwined_lambda16,51,0.03357265843171642,-0.27000531795047145,0.016708715443129653,-0.011850753227246
intertwined_lambda16,52,0.05234206847988587,-0.2366616405303065,0.022750418312737844,-0.015727502143130498
intertwined_lambda16,53,0.07265793152011413,-0.19422318898593904,0.02928991037528593,-0.01960425105901499
intertwined_lambda16,54,0.09142734156828358,-0.14432084921046115,0.03533161324489412,-0.02289080009527251
intertwined_lambda16,55,0.1057928260896861,-0.08887234013588993,0.039955732427837475,-0.02508680195377404
intertwined_lambda16,56,0.11356737028937969,-0.03000851687007894,0.04245828769625763,-0.02585793525836915
intertwined_lambda16,57,0.11356737028937969,0.03000851687007894,0.04245828769625763,-0.02508680195377404
intertwined_lambda16,58,0.1057928260896861,0.08887234013588993,0.039955732427837475,-0.02289080009527251
intertwined_lambda16,59,0.09142734156828358,0.14432084921046115,0.03533161324489412,-0.01960425105901499
intertwined_lambda16,60,0.07265793152011413,0.19422318898593904,0.02928991037528593,-0.015727502143130498
intertwined_lambda16,61,0.05234206847988587,0.2366616405303065,0.022750418312737844,-0.011850753227246
intertwined_lambda16,62,0.03357265843171642,0.27000531795047145,0.016708715443129653,-0.008564204190988484
intertwined_lambda16,63,0.0192071739103139,0.2929728424225264,0.0120845962601863,-0.006368202332486953
intertwined_lambda16,64,0.011432629710620201,0.30468158486134667,0.009582040991766141,
